http://www.w3.org/2000/01/rdf-schema#subClassOf	0
http://www.fbk.eu/ontologies/virtualcoach#hasViolationLevel	1
http://no.sirius.ontology/annotations#direct_type	2
http://www.fbk.eu/ontologies/virtualcoach#hasUser	3
http://www.fbk.eu/ontologies/virtualcoach#amountNutrient	4
http://www.w3.org/2002/07/owl#sameAs	5
http://www.fbk.eu/ontologies/virtualcoach#hasMETValue	6
http://www.fbk.eu/ontologies/virtualcoach#amountFood	7
http://www.fbk.eu/ontologies/virtualcoach#hasActivity	8
http://www.fbk.eu/ontologies/virtualcoach#consumed	9
http://www.fbk.eu/ontologies/virtualcoach#contains	10
http://www.w3.org/2000/01/rdf-schema#label	11
http://www.fbk.eu/ontologies/virtualcoach#hasViolationRule	12
http://www.fbk.eu/ontologies/virtualcoach#monitor	13
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	14
http://www.fbk.eu/ontologies/virtualcoach#unit	15
http://www.fbk.eu/ontologies/virtualcoach#hasUnitKCalValue	16
http://www.fbk.eu/ontologies/virtualcoach#hasConsumedFood	17
http://www.fbk.eu/ontologies/virtualcoach#ediblePart	18
http://www.fbk.eu/ontologies/virtualcoach#hasNutrient	19
http://www.fbk.eu/ontologies/virtualcoach#amountEnergy	20
http://www.fbk.eu/ontologies/virtualcoach#containsUser	21
http://www.fbk.eu/ontologies/virtualcoach#amountWater	22
http://www.w3.org/2002/07/owl#inverseOf	23
http://www.fbk.eu/ontologies/virtualcoach#hasFood	24
http://www.fbk.eu/ontologies/virtualcoach#performed	25
http://www.fbk.eu/ontologies/virtualcoach#hasViolationMeal	26
http://www.w3.org/2000/01/rdf-schema#subPropertyOf	27
http://www.fbk.eu/ontologies/virtualcoach#amountCalories	28
http://www.fbk.eu/ontologies/virtualcoach#hasViolationUser	29
http://www.fbk.eu/ontologies/virtualcoach#hasRecipeFood	30
http://www.fbk.eu/ontologies/virtualcoach#belongsProfile	31
