24209	19	7933
10388	19	3525
3127	19	2195
15241	19	14080
21138	2	15659
22793	19	25099
519	19	20331
12691	19	15857
25086	19	96
19978	4	26352
13667	15	2817
22210	15	310
2813	14	12463
1493	19	20623
6372	19	16667
13273	15	310
22674	19	20197
26006	30	4810
16211	5	16211
1125	19	14212
7764	19	26137
28246	19	9299
79	15	310
1224	22	25073
27691	19	16457
8001	14	18201
24398	5	24398
4245	5	4245
1766	19	13041
23017	19	13665
18006	19	9681
12975	19	16693
8799	19	20827
8695	5	8695
26447	19	23663
20436	30	9973
10717	4	8879
6245	14	6315
2792	19	27510
12281	19	1070
25424	19	21580
14401	19	9797
18410	14	27538
11717	19	27863
27275	19	12139
4185	5	4185
24910	2	26302
20729	5	20729
13690	2	12139
1009	19	12324
20219	19	6371
5190	19	18706
25619	2	26777
20263	14	19313
6219	19	4440
13439	19	14156
14636	15	2817
8371	19	24387
23560	5	23560
2840	14	22909
25336	19	2391
14252	15	310
20016	4	12795
1584	19	4423
26728	5	26728
10195	19	14664
17673	14	5274
1584	19	14759
20798	30	17609
1988	15	2817
9593	19	16670
20108	4	14102
5852	19	21473
8942	14	16737
20054	15	26109
18591	19	15018
20250	19	2432
1259	4	16971
7100	19	14519
1382	4	18263
19508	5	19508
2802	5	2802
19161	2	26302
26460	19	24260
2403	14	19313
20275	19	23137
20372	4	18955
19346	4	4813
26450	5	26450
21322	5	21322
23576	19	2804
17117	19	21050
6656	19	19739
6125	19	6649
1178	4	9129
28187	5	28187
16947	19	23310
20948	7	16535
24270	19	16737
4450	18	25868
23820	2	909
27379	5	27379
24776	5	24776
6584	5	6584
28293	19	18327
3876	19	16240
14386	19	25638
20423	5	20423
23604	19	19346
198	19	23793
13241	5	13241
19440	2	18071
6874	30	27092
1584	19	16012
27000	2	178
24801	19	458
14229	5	14229
614	19	12605
15698	14	8742
19053	5	19053
20278	5	20278
7589	2	14814
16502	2	523
10648	5	10648
8605	19	26303
4645	2	18320
15203	11	24796
8856	19	25215
19821	4	19027
13702	5	13702
22622	5	22622
25431	2	24377
14381	19	15501
8428	5	8428
27743	19	2903
28116	19	4830
10959	14	20177
26935	19	25154
27736	19	16412
24422	15	310
19089	15	2817
24447	30	14334
26602	4	19664
6356	19	23708
12891	19	22574
19510	15	310
6219	19	3948
12159	5	12159
24410	19	10836
4089	4	1236
17259	5	17259
10162	15	26109
14142	7	3480
25860	11	19817
20675	19	1843
14894	15	2817
12750	2	15070
1124	14	14814
8514	19	24973
14668	19	12605
13123	19	24027
21350	19	23157
1981	19	21837
28133	19	18327
5090	19	720
2173	19	2410
25413	19	1448
7041	14	16901
14899	15	310
3271	19	6649
21809	5	21809
16375	19	1
22527	5	22527
18843	14	18320
4061	19	18327
7757	16	8619
18147	14	22256
11018	19	9209
1140	5	1140
22864	2	23561
6356	19	458
5542	19	12106
18551	14	750
22214	19	21051
595	19	2970
5969	19	18327
21790	5	21790
16075	14	7606
23254	14	8499
12948	19	3483
25716	19	15740
3091	30	22424
15585	11	19686
17850	15	310
3520	19	15730
3920	19	13041
19778	19	4046
25317	24	13300
25688	14	19601
3383	15	26109
5684	15	26109
18419	19	10836
9683	19	15342
19648	5	19648
14916	5	14916
9109	4	6844
24666	19	15740
12244	2	14759
27136	19	15740
20250	19	16693
25933	19	26535
18208	14	28197
21250	19	10734
7973	19	10836
19759	19	14836
12259	11	13715
27258	15	310
3271	19	720
24572	4	2902
10334	19	6712
11332	30	4434
12898	19	25387
13549	19	27296
2008	19	4107
17608	5	17608
19738	14	21974
10837	24	15114
14114	19	10734
9341	4	22199
785	19	15740
7883	7	16052
24624	19	14121
4880	11	17908
24444	4	16309
3685	11	5649
7569	19	20607
22467	19	1232
15396	15	310
5536	24	24801
16478	5	16478
21594	4	2044
7938	19	10318
21716	19	21040
17657	19	2770
6976	11	2744
5618	4	7984
23998	5	23998
10931	19	24260
3958	19	2391
14415	19	3633
844	4	4390
18312	2	11828
24527	19	3840
12737	5	12737
651	19	10734
7599	14	23592
24244	19	27464
26239	19	15620
8791	19	1222
17185	19	720
26211	19	10286
22892	15	310
17371	15	310
15982	14	22256
11482	4	16029
21472	15	310
14642	2	15070
2230	4	23680
12006	15	2817
26614	19	27475
6047	4	13989
12410	19	6225
26292	5	26292
10450	15	2817
26965	5	26965
11087	19	15113
11992	11	12136
22586	19	8349
28097	19	21974
2008	19	4629
25415	22	2298
27667	19	18888
24241	4	7584
20887	7	22738
5586	19	28074
6620	19	2554
27736	19	22095
10827	15	310
22301	19	14519
17369	19	328
28546	5	28546
3649	5	3649
26175	15	2817
5621	11	16594
12399	19	83
23436	19	9774
678	5	678
5622	19	812
18520	19	5601
21832	7	4773
25484	19	20809
24184	2	20953
27067	14	16012
8777	19	19140
22076	19	10318
2582	5	2582
22793	19	24044
10608	19	26731
18433	19	20054
8813	15	2817
11717	19	17743
12561	5	12561
13119	19	26777
11610	5	11610
15782	4	8189
19610	19	27296
6630	2	23592
1383	5	1383
8837	19	720
6953	19	10076
503	5	503
21795	15	310
9804	5	9804
17529	14	14814
20924	4	8591
19610	19	18998
735	15	2817
15867	19	16180
2284	4	7441
5010	4	18238
2984	19	23243
458	14	20953
5833	14	14814
8719	19	18346
19737	15	310
15855	5	15855
25415	19	10076
5137	19	10864
5962	19	17128
15042	2	28454
26157	18	25868
24634	15	2817
6543	19	15893
7048	2	21473
12355	30	17416
22473	4	19533
9113	2	7396
9253	5	9253
9918	15	2817
8657	19	2195
3379	19	15740
13903	19	14519
22502	15	2817
28575	19	18327
19890	2	19313
27247	19	14519
1413	19	27428
5337	19	1326
21563	15	2817
12498	5	12498
7954	19	28272
8423	19	15893
9591	15	310
17214	18	25868
27910	7	20776
22119	7	25908
4541	19	2373
17501	19	23947
9892	2	6151
8533	19	18327
10708	19	2195
19941	15	310
17960	16	3351
19106	14	8185
8495	19	9194
28077	19	20809
3469	19	11289
3175	5	3175
15549	5	15549
24693	19	6567
16790	2	9027
24617	19	23243
15220	19	13487
13334	19	27828
21134	15	26109
7875	4	10583
24268	19	4843
28002	5	28002
26343	14	28272
927	19	27296
2709	5	2709
18176	19	28671
11601	5	11601
25860	19	18398
4510	19	4533
18235	14	10913
7541	19	23947
927	19	18998
24615	14	14814
141	4	3812
21541	19	13041
6338	5	6338
24872	15	310
670	19	10318
26070	5	26070
11209	19	10836
25795	19	23157
14282	18	25790
18639	19	11998
4827	7	11387
23421	19	5441
5484	14	21974
14773	19	24305
9677	19	18327
9475	22	18391
10204	5	10204
853	19	27536
23943	5	23943
3520	19	26731
23784	11	12387
24527	19	1326
22987	19	720
8276	18	25868
3733	5	3733
20198	30	24391
7774	19	8427
4007	5	4007
27884	4	14791
10530	2	21473
27590	19	10076
3118	14	23768
6876	30	12531
4326	5	4326
11028	19	19728
21245	15	2817
18433	19	24225
26320	19	15740
25660	19	11140
16568	15	2817
4909	19	18347
3959	19	17240
27922	19	19508
14193	19	24305
19451	5	19451
15410	19	3633
21529	24	19818
23898	5	23898
14902	19	27064
19681	19	2554
19282	19	28213
7807	6	23146
26598	14	5627
4874	2	15698
16386	5	16386
6692	19	2391
11683	5	11683
7982	2	4065
7610	19	16502
28047	5	28047
13928	19	6471
425	2	24699
10132	15	310
15650	15	26109
12259	19	1834
21716	19	7943
23920	2	5627
6145	19	6649
15921	30	466
12260	15	310
23022	2	523
4058	19	9509
17831	5	17831
3807	15	310
21299	15	310
11676	2	26814
9593	0	16532
22321	15	310
2984	19	27324
19542	14	909
22828	5	22828
384	19	5444
7371	4	24485
28480	5	28480
10540	19	19483
19550	15	310
19246	5	19246
1937	2	7396
16825	15	2817
10303	19	2432
28577	14	4876
10956	19	7943
17087	19	21275
10943	19	5285
9475	5	9475
25661	19	24814
17578	2	24850
28250	19	18327
5175	5	5175
9320	19	720
17808	19	24051
5836	11	14286
19222	2	18950
5151	19	11377
18039	19	3633
25708	19	14519
21716	19	4830
15700	14	10913
15603	4	10703
790	19	25156
94	19	16180
9549	19	7386
17553	19	18071
20767	19	14519
5741	5	5741
5052	30	17535
28111	19	12463
11875	5	11875
14401	19	10734
23101	4	9906
7000	5	7000
5647	2	6321
17117	19	4005
26961	24	24801
8747	19	23574
12843	15	310
2871	19	20863
7511	14	14325
15762	19	14438
28133	19	18428
893	5	893
27194	2	26925
2810	7	23146
18456	2	4876
10655	4	3434
2984	19	13775
16915	15	2817
21405	5	21405
24772	14	16869
7238	30	7244
7387	11	26131
16777	19	25229
24534	4	21627
27740	19	23956
94	20	16349
22078	19	27606
23075	19	14519
22543	19	15811
27590	28	15792
24631	19	23157
23047	19	2554
19889	6	4390
5721	2	10913
5736	14	15070
20411	2	746
874	19	18888
7272	5	7272
15544	19	23157
25484	19	4533
14265	15	2817
21568	5	21568
28226	7	20776
3958	19	3496
6390	2	23091
12180	2	19601
26416	19	15860
25002	2	23091
8324	19	989
20222	15	26109
12804	19	10396
14362	19	16847
7226	5	7226
27297	5	27297
11552	19	8499
3005	19	20152
16777	19	9485
4702	19	18888
12935	6	23146
1784	19	6899
9575	5	9575
2633	19	22109
5707	5	5707
384	19	12950
16050	4	14235
4796	5	4796
17724	2	8185
6485	19	15893
24522	19	15698
4349	5	4349
6705	19	15802
25591	2	7396
8492	19	2554
18006	19	23243
17657	19	5106
19857	11	25535
2959	5	2959
27037	19	3633
15764	19	9737
7437	5	7437
3260	19	12651
12975	19	6387
28686	19	1688
3762	4	14427
2390	4	22626
7475	19	15802
4254	14	909
6808	14	14814
6477	2	11106
19202	19	23383
23970	19	6959
8469	11	2520
21619	15	310
19951	4	24121
621	19	23268
15048	19	1451
1042	5	1042
16855	14	11828
27931	2	20177
15764	19	2858
22032	19	2391
24844	6	11125
8937	19	18888
3590	19	17240
7078	19	17769
19282	19	21223
25636	4	27857
13111	5	13111
12276	2	12587
22415	14	16737
2215	19	12139
25573	14	19601
23332	20	12329
24726	7	11387
19858	19	23268
19282	19	22563
26908	15	310
21364	2	19601
3837	19	5447
17096	19	11838
14151	24	3095
25950	19	19346
790	19	2669
8048	19	13041
25333	5	25333
19965	4	14717
8584	19	28185
12295	19	17871
25825	15	310
187	19	6315
15363	28	22738
23051	4	5298
22094	19	9693
20422	14	8499
19681	19	12605
10649	14	14814
22791	19	23243
15674	14	23561
28348	14	16869
3816	19	458
11109	19	2432
22195	19	24850
23970	19	13487
16768	5	16768
12281	19	17743
15882	5	15882
23421	19	15655
2255	11	21356
6693	5	6693
2179	14	24377
18195	5	18195
16396	5	16396
15821	19	6649
6839	14	22909
1571	15	2817
2924	14	28197
6357	30	21462
7072	19	24803
23427	19	15893
6790	19	23243
14038	14	8185
11652	4	25704
17609	5	17609
26779	5	26779
21443	19	28537
11926	5	11926
1634	4	1649
4981	7	27265
18298	19	17856
13263	19	12463
26447	19	5601
25642	19	26731
26220	19	23383
22239	2	23561
22067	14	5274
11093	19	13400
23970	19	18398
14668	19	18327
15036	2	14814
13744	4	12675
21656	14	14814
20291	19	15686
3644	4	13994
18191	15	310
6183	18	25868
10495	5	10495
12975	19	18852
17307	2	5627
16649	2	1909
4349	2	9027
26935	19	9786
7764	19	24139
18834	19	17240
20809	4	22068
7973	19	22644
23237	19	2664
21551	5	21551
4660	14	22909
11513	19	13257
6399	19	15893
11069	19	9094
27684	19	16771
25374	11	28694
8514	19	14005
13052	19	11313
15580	4	19878
3873	19	13682
23136	22	7030
14937	5	14937
2220	15	310
17075	30	11742
22260	5	22260
15555	19	23383
9890	19	9275
3303	5	3303
28097	19	9027
23057	19	2366
26212	19	6649
11109	5	11109
24467	4	2415
20504	19	24218
2927	19	13611
9364	19	13375
9570	5	9570
12641	14	5627
17340	30	1929
14172	5	14172
610	15	310
23482	2	15136
11758	4	2424
3876	19	18432
17499	4	7559
16885	15	310
27735	19	1
11617	19	5877
4264	14	18320
25716	19	4952
24666	19	24309
24094	19	23137
5542	19	11164
9075	11	24442
14862	15	26109
6543	19	10719
28145	19	15893
10802	19	6649
19381	5	19381
23047	19	12605
24151	30	9140
12381	2	7396
17594	14	24377
8423	19	10719
6449	19	17479
26875	19	19399
27194	19	25986
22877	19	18359
23302	2	7396
10008	19	5051
20250	19	6387
28512	11	24817
23580	0	16045
4105	15	2817
7507	20	19104
1180	14	4876
7238	5	7238
6443	19	720
8126	14	11828
20098	19	24260
2716	2	19601
621	19	26431
11109	19	16693
21286	19	14071
27006	19	328
14416	19	15113
21600	0	2967
15123	5	15123
17830	5	17830
20115	14	8742
19849	7	9398
12465	5	12465
3735	15	2817
3898	6	24090
5759	15	2817
11596	19	65
18175	2	9839
410	19	26269
28624	19	13840
19029	19	25986
16741	5	16741
11288	5	11288
26832	4	14889
3090	19	488
3242	19	26431
4446	15	310
8011	14	24850
8185	0	23880
14798	4	467
28249	19	15435
19914	5	19914
24049	19	23383
21716	19	696
23943	19	21466
23733	4	19528
7082	19	5602
2633	19	1909
21418	19	1448
11711	22	23146
5522	19	25986
3491	19	14420
5648	19	10076
27735	19	14080
5724	4	11599
10236	19	18638
17369	19	1724
24864	19	328
20326	4	12861
15004	4	16052
3729	7	15380
4607	5	4607
19087	19	4
3389	4	19374
27869	19	17610
4375	19	9774
12056	7	19090
28686	19	19399
15511	4	17543
20144	19	23243
14708	5	14708
10786	19	14156
6391	4	24262
16961	5	16961
15762	19	7689
8651	2	10913
21224	15	310
21584	4	11754
21831	30	16942
1556	11	1459
25933	19	13991
8424	5	8424
28284	19	20204
16727	15	310
28046	5	28046
682	4	17694
18936	5	18936
6963	19	27296
3737	19	2961
12619	30	16824
18298	19	23137
27274	15	2817
19028	19	23675
7673	4	1335
6783	5	6783
23237	19	4404
6963	19	18998
15898	19	19601
15771	15	310
4780	19	4582
16511	5	16511
22467	19	14411
8130	5	8130
24417	19	1453
14362	19	27828
23099	4	23286
4603	28	13419
20250	19	18852
13202	19	17240
27391	15	310
26554	19	25118
375	4	25645
28029	19	522
25242	11	14549
16948	5	16948
1413	22	6478
24098	11	19220
7455	19	2195
13829	6	11125
26310	14	13498
8469	19	24260
19651	19	1010
21996	5	21996
