20.3	0
http://www.fbk.eu/ontologies/virtualcoach#Fructose_000	1
http://www.fbk.eu/ontologies/virtualcoach#SaturatedLipid_578	2
http://www.fbk.eu/ontologies/virtualcoach#RECIPE-190-250	3
http://www.fbk.eu/ontologies/virtualcoach#PalmiticAcid_097	4
http://www.fbk.eu/ontologies/virtualcoach#OleicAcid_166	5
http://www.fbk.eu/ontologies/virtualcoach#Tryptophan_300	6
http://www.fbk.eu/ontologies/virtualcoach#Proline_84600	7
http://www.fbk.eu/ontologies/virtualcoach#GlutamicAcid_434500	8
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-1602-200	9
Napoletano Salami	10
http://www.fbk.eu/ontologies/virtualcoach#PalmiticAcid_774	11
sitting at a desk, resting head in hands	12
http://www.fbk.eu/ontologies/virtualcoach#GlutamicAcid_302300	13
http://www.fbk.eu/ontologies/virtualcoach#Proline_41600	14
http://www.fbk.eu/ontologies/virtualcoach#OleicAcid_562	15
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-19032-150	16
Funghi Gallinacci	17
http://www.fbk.eu/ontologies/virtualcoach#Valine_64200	18
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-1147-7	19
http://www.fbk.eu/ontologies/virtualcoach#FOOD-020	20
http://www.fbk.eu/ontologies/virtualcoach#PolyunsaturatedLipid_229	21
http://www.fbk.eu/ontologies/virtualcoach#Lipid_2760	22
http://www.fbk.eu/ontologies/virtualcoach#BetaCarotene_10800	23
http://www.fbk.eu/ontologies/virtualcoach#Threonine_57000	24
http://www.fbk.eu/ontologies/virtualcoach#Threonine_81300	25
http://www.fbk.eu/ontologies/virtualcoach#Isoleucine_164500	26
http://www.fbk.eu/ontologies/virtualcoach#LauricAcid_057	27
Superalcolici	28
http://www.fbk.eu/ontologies/virtualcoach#Phenylalanine_84500	29
4.25	30
http://www.fbk.eu/ontologies/virtualcoach#Arginine_120600	31
746.0	32
1165.0	33
marching rapidly, military, no pack	34
http://www.fbk.eu/ontologies/virtualcoach#Lysine_204600	35
http://www.fbk.eu/ontologies/virtualcoach#SaturatedLipid_991	36
http://www.fbk.eu/ontologies/virtualcoach#AnimalProtein_1730	37
INTERVAL-80-120	38
http://www.fbk.eu/ontologies/virtualcoach#MyristicAcid_023	39
http://www.fbk.eu/ontologies/virtualcoach#ACTIVITY-11370	40
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-324-20	41
http://www.fbk.eu/ontologies/virtualcoach#ACTIVITY-5043	42
http://www.fbk.eu/ontologies/virtualcoach#CarbsSoluble_690	43
http://www.fbk.eu/ontologies/virtualcoach#Valine_108300	44
http://www.fbk.eu/ontologies/virtualcoach#Isoleucine_81100	45
http://www.fbk.eu/ontologies/virtualcoach#VitaminE_260	46
http://www.fbk.eu/ontologies/virtualcoach#Methionine_91300	47
http://www.fbk.eu/ontologies/virtualcoach#Tryptophan_45400	48
http://www.fbk.eu/ontologies/virtualcoach#MonounsaturatedLipid_282	49
842.0	50
http://www.fbk.eu/ontologies/virtualcoach#Cystine_23900	51
http://www.fbk.eu/ontologies/virtualcoach#Serina_114700	52
Salsa cocktail	53
http://www.fbk.eu/ontologies/virtualcoach#Threonine_108800	54
http://www.fbk.eu/ontologies/virtualcoach#Iron_820	55
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-16-12	56
http://www.fbk.eu/ontologies/virtualcoach#OtherPolyunsaturatedLipid_215	57
http://www.fbk.eu/ontologies/virtualcoach#RetinolEquivalent_4900	58
Farina di Frumento Integrale	59
http://www.fbk.eu/ontologies/virtualcoach#DietaryFiber_1860	60
http://www.fbk.eu/ontologies/virtualcoach#Glycine_138700	61
http://www.fbk.eu/ontologies/virtualcoach#RECIPE-69-80	62
11.6	63
http://www.fbk.eu/ontologies/virtualcoach#Calcium_10600	64
http://www.fbk.eu/ontologies/virtualcoach#Manganese_001	65
http://www.fbk.eu/ontologies/virtualcoach#LauricAcid_092	66
http://www.fbk.eu/ontologies/virtualcoach#PalmitoleicAcid_082	67
http://www.fbk.eu/ontologies/virtualcoach#RECIPE-339-30	68
Peach in Syrup	69
http://www.fbk.eu/ontologies/virtualcoach#Potassium_34900	70
http://www.fbk.eu/ontologies/virtualcoach#Valine_107700	71
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-600050-40	72
752.0	73
http://www.fbk.eu/ontologies/virtualcoach#SaturatedLipid_4806	74
http://www.fbk.eu/ontologies/virtualcoach#Cystine_19000	75
Petto di pollo arrosto	76
http://www.fbk.eu/ontologies/virtualcoach#SaturatedLipid_944	77
http://www.fbk.eu/ontologies/virtualcoach#VitaminD_007	78
http://www.fbk.eu/ontologies/virtualcoach#AsparticAcid_189400	79
Piselli in Scatola Sgocciolati	80
http://www.fbk.eu/ontologies/virtualcoach#VegetableLipid_2900	81
1662.0	82
http://www.fbk.eu/ontologies/virtualcoach#LinolenicAcid_077	83
http://www.fbk.eu/ontologies/virtualcoach#Carbs_5430	84
64.7	85
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-100225-30	86
Carne Magra di Castrato	87
http://www.fbk.eu/ontologies/virtualcoach#OleicAcid_879	88
2527.0	89
Barbabietole Rosse	90
http://www.fbk.eu/ontologies/virtualcoach#RECIPE-258-25	91
http://www.fbk.eu/ontologies/virtualcoach#PolyunsaturatedLipid_178	92
http://www.fbk.eu/ontologies/virtualcoach#Phenylalanine_75900	93
http://www.fbk.eu/ontologies/virtualcoach#FOOD-5	94
http://www.fbk.eu/ontologies/virtualcoach#Arginine_155000	95
http://www.fbk.eu/ontologies/virtualcoach#Niacin_010	96
http://www.fbk.eu/ontologies/virtualcoach#Sodium_150000	97
http://www.fbk.eu/ontologies/virtualcoach#Potassium_139000	98
Midollo Osseo di Bovino	99
Porri	100
Puff Pastry	101
http://www.fbk.eu/ontologies/virtualcoach#AnimalProtein_2250	102
http://www.fbk.eu/ontologies/virtualcoach#VegetalProtein_160	103
Dolci	104
http://www.fbk.eu/ontologies/virtualcoach#Glycine_125500	105
3.36	106
http://www.fbk.eu/ontologies/virtualcoach#Valine_135800	107
http://www.fbk.eu/ontologies/virtualcoach#Cystine_24500	108
http://www.fbk.eu/ontologies/virtualcoach#PantothenicAcid_178	109
http://www.fbk.eu/ontologies/virtualcoach#Isoleucine_107200	110
http://www.fbk.eu/ontologies/virtualcoach#RECIPE-106-10	111
Pasta Fresca all'Uovo	112
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-1309-80	113
1002.0	114
2.25	115
691.0	116
2771.0	117
horse racing, walking	118
http://www.fbk.eu/ontologies/virtualcoach#Chlorine_2500	119
http://www.fbk.eu/ontologies/virtualcoach#Tryptophan_33500	120
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-100137-150	121
Tartina con salmone	122
http://www.fbk.eu/ontologies/virtualcoach#VitaminC_17500	123
http://www.fbk.eu/ontologies/virtualcoach#Phenylalanine_66300	124
http://www.fbk.eu/ontologies/virtualcoach#Histidine_28400	125
2759.0	126
Petto di Pollo	127
http://www.fbk.eu/ontologies/virtualcoach#RECIPE-122-120	128
Tench	129
http://www.fbk.eu/ontologies/virtualcoach#Carbs_6210	130
http://www.fbk.eu/ontologies/virtualcoach#Potassium_35100	131
http://www.fbk.eu/ontologies/virtualcoach#MonounsaturatedLipid_003	132
http://www.fbk.eu/ontologies/virtualcoach#Threonine_87800	133
http://www.fbk.eu/ontologies/virtualcoach#AsparticAcid_309700	134
Gelato al Cioccolato	135
http://www.fbk.eu/ontologies/virtualcoach#Histidine_14100	136
1280.0	137
http://www.fbk.eu/ontologies/virtualcoach#Phosphorus_65000	138
http://www.fbk.eu/ontologies/virtualcoach#Phenylalanine_14900	139
http://www.fbk.eu/ontologies/virtualcoach#FOOD-1702	140
http://www.fbk.eu/ontologies/virtualcoach#VegetalProtein_140	141
http://www.fbk.eu/ontologies/virtualcoach#Phosphorus_56100	142
http://www.fbk.eu/ontologies/virtualcoach#Protein_1460	143
http://www.fbk.eu/ontologies/virtualcoach#Proline_77900	144
http://www.fbk.eu/ontologies/virtualcoach#Serina_85700	145
http://www.fbk.eu/ontologies/virtualcoach#StearicAcid_162	146
http://www.fbk.eu/ontologies/virtualcoach#Alcohol_1900	147
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-1711-22	148
http://www.fbk.eu/ontologies/virtualcoach#MonounsaturatedLipid_931	149
http://www.fbk.eu/ontologies/virtualcoach#ACTIVITY-11477	150
Lean Rabbit Meat	151
7.21	152
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-606531-110	153
http://www.fbk.eu/ontologies/virtualcoach#PolyunsaturatedLipid_146	154
http://www.fbk.eu/ontologies/virtualcoach#Leucine_245000	155
http://www.fbk.eu/ontologies/virtualcoach#ErucicAcid_006	156
http://www.fbk.eu/ontologies/virtualcoach#RECIPE-329-40	157
http://www.fbk.eu/ontologies/virtualcoach#Cholesterol_44000	158
2454.0	159
http://www.fbk.eu/ontologies/virtualcoach#Methionine_79200	160
http://www.fbk.eu/ontologies/virtualcoach#ACTIVITY-5026	161
1.67	162
http://www.fbk.eu/ontologies/virtualcoach#PolyunsaturatedLipid_075	163
341.0	164
http://www.fbk.eu/ontologies/virtualcoach#SaturatedLipid_273	165
http://www.fbk.eu/ontologies/virtualcoach#OleicAcid_137	166
http://www.fbk.eu/ontologies/virtualcoach#Threonine_700	167
http://www.fbk.eu/ontologies/virtualcoach#Magnesium_4300	168
http://www.fbk.eu/ontologies/virtualcoach#Arginine_81000	169
3.83	170
http://www.fbk.eu/ontologies/virtualcoach#Chlorine_9700	171
0.2083333333	172
http://www.fbk.eu/ontologies/virtualcoach#Glycine_108900	173
http://www.fbk.eu/ontologies/virtualcoach#MR-Piramide-09-QB	174
http://www.fbk.eu/ontologies/virtualcoach#MyristicAcid_144	175
http://www.fbk.eu/ontologies/virtualcoach#GlutamicAcid_124100	176
http://www.fbk.eu/ontologies/virtualcoach#Cystine_18000	177
http://www.fbk.eu/ontologies/virtualcoach#Bicycling	178
http://www.fbk.eu/ontologies/virtualcoach#Valine_46200	179
http://www.fbk.eu/ontologies/virtualcoach#ACTIVITY-20035	180
http://www.fbk.eu/ontologies/virtualcoach#MonounsaturatedLipid_2276	181
http://www.fbk.eu/ontologies/virtualcoach#StarchyFreeVegetables	182
http://www.fbk.eu/ontologies/virtualcoach#Alanine_114900	183
http://www.fbk.eu/ontologies/virtualcoach#MyristicAcid_337	184
http://www.fbk.eu/ontologies/virtualcoach#Tyrosine_76300	185
http://www.fbk.eu/ontologies/virtualcoach#Threonine_87300	186
http://www.fbk.eu/ontologies/virtualcoach#ProcessedVegetables	187
http://www.fbk.eu/ontologies/virtualcoach#ButyricCaproicCaprylicCapricAcid_030	188
http://www.fbk.eu/ontologies/virtualcoach#Selenium_940	189
http://www.fbk.eu/ontologies/virtualcoach#Cholesterol_19500	190
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-3004-40	191
http://www.fbk.eu/ontologies/virtualcoach#FOOD-700485	192
http://www.fbk.eu/ontologies/virtualcoach#VitaminD_039	193
http://www.fbk.eu/ontologies/virtualcoach#RetinolEquivalent_108300	194
http://www.fbk.eu/ontologies/virtualcoach#Carbs_7960	195
32.05	196
http://www.fbk.eu/ontologies/virtualcoach#Iron_000	197
http://www.fbk.eu/ontologies/virtualcoach#FOOD-606512	198
http://www.fbk.eu/ontologies/virtualcoach#Carbs_1410	199
http://www.fbk.eu/ontologies/virtualcoach#Sodium_2300	200
http://www.fbk.eu/ontologies/virtualcoach#GlutamicAcid_278000	201
http://www.fbk.eu/ontologies/virtualcoach#Leucine_114600	202
Coscia di Pollo	203
http://www.fbk.eu/ontologies/virtualcoach#AnimalLipid_1140	204
http://www.fbk.eu/ontologies/virtualcoach#Potassium_27600	205
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-406-50	206
Cold cuts	207
http://www.fbk.eu/ontologies/virtualcoach#SaturatedLipid_258	208
http://www.fbk.eu/ontologies/virtualcoach#SaturatedLipid_148	209
http://www.fbk.eu/ontologies/virtualcoach#RECIPE-361-50	210
623.0	211
http://www.fbk.eu/ontologies/virtualcoach#Iron_280	212
http://www.fbk.eu/ontologies/virtualcoach#LinolenicAcid_176	213
http://www.fbk.eu/ontologies/virtualcoach#FOOD-2001	214
Canned Meat of Crab	215
http://www.fbk.eu/ontologies/virtualcoach#Glycine_91200	216
http://www.fbk.eu/ontologies/virtualcoach#SelfCare	217
http://www.fbk.eu/ontologies/virtualcoach#VitaminB6_026	218
http://www.fbk.eu/ontologies/virtualcoach#Zinc_280	219
684.0	220
5.44	221
Brodo di Gallina	222
864.0	223
http://www.fbk.eu/ontologies/virtualcoach#Protein_2100	224
http://www.fbk.eu/ontologies/virtualcoach#Tyrosine_32700	225
construction, outside, remodeling, new structures (e.g., roof repair, miscellaneous	226
http://www.fbk.eu/ontologies/virtualcoach#Glycine_210500	227
http://www.fbk.eu/ontologies/virtualcoach#Lysine_308600	228
http://www.fbk.eu/ontologies/virtualcoach#VitaminB1_028	229
http://www.fbk.eu/ontologies/virtualcoach#Tryptophan_23800	230
Breadsticks	231
http://www.fbk.eu/ontologies/virtualcoach#Glycine_87500	232
http://www.fbk.eu/ontologies/virtualcoach#Starch_4090	233
http://www.fbk.eu/ontologies/virtualcoach#LauricAcid_058	234
http://www.fbk.eu/ontologies/virtualcoach#OtherPolyunsaturatedLipid_001	235
http://www.fbk.eu/ontologies/virtualcoach#Lysine_238100	236
http://www.fbk.eu/ontologies/virtualcoach#FOOD-900616	237
http://www.fbk.eu/ontologies/virtualcoach#ACTIVITY-8200	238
http://www.fbk.eu/ontologies/virtualcoach#RECIPEFOOD-FOOD-1903-35	239
